Price,Close,High,Low,Open,Volume
Ticker,DONEAR.NS,DONEAR.NS,DONEAR.NS,DONEAR.NS,DONEAR.NS
Date,,,,,
2006-12-20,182.2501678466797,188.61809842071585,174.9058264335265,185.94357276185582,124942
2006-12-21,178.1746826171875,182.46241169063356,173.50486738777485,180.8492079754347,147075
2006-12-22,187.08978271484375,187.08978271484375,179.15109171491056,179.15109171491056,274561
2006-12-26,188.70297241210938,193.92466927862426,180.84919290789335,190.95296892567765,323308
2006-12-27,186.70770263671875,193.07563264418644,184.24544154939926,190.18884288970247,37191
2006-12-28,182.844482421875,190.825615322077,181.78316086835954,188.5756188108584,182259
2006-12-29,190.48602294921875,192.01431582513493,180.8916722379011,184.83978375999644,224742
2007-01-02,192.05679321289062,200.03794104175958,190.78320703381894,195.2407586605698,137447
2007-01-03,191.1652374267578,194.1793932990738,187.00486202367537,194.1793932990738,193185
2007-01-04,188.44827270507812,191.84450204134657,185.94355616069748,187.72658174447312,195154
2007-01-05,188.70297241210938,190.18882258858267,187.5142974531649,189.89164737105386,143107
2007-01-08,187.25958251953125,191.03788476034083,185.60392344272543,189.97656317833895,65591
2007-01-09,190.48602294921875,196.64168877855073,187.64167562515462,190.99544958932844,146326
2007-01-10,185.51902770996094,193.58507239300272,182.54732703726134,192.82092597368612,50417
2007-01-11,185.68885803222656,190.18886501888022,178.3020609552002,187.72660364506754,58046
2007-01-12,182.71710205078125,187.64163627258125,181.69823602865335,183.4388058340634,52804
2007-01-15,182.9718475341797,185.51901942560679,181.69826158846612,185.0944907770356,19437
2007-01-16,182.08029174804688,187.6416183210778,181.3161455434522,187.6416183210778,24890
2007-01-17,181.48599243164062,184.16051766418838,172.99541968630072,182.63222493449587,47153
2007-01-18,186.70770263671875,190.57091609903318,179.1510975434251,180.2548746691702,83853
2007-01-19,186.62281799316406,194.85867213271007,183.39639730137418,191.0379138555981,71416
2007-01-22,194.30677795410156,195.96243718035424,186.07091136989376,186.7926152930334,191177
