Price,Close,High,Low,Open,Volume
Ticker,HATSUN.NS,HATSUN.NS,HATSUN.NS,HATSUN.NS,HATSUN.NS
Date,,,,,
2014-06-20,122.79586791992188,128.80802461755619,121.6984155360866,128.80802461755619,709
2014-06-23,124.06031799316406,124.06031799316406,121.69840402647539,121.69840402647539,88
2014-06-24,118.35832214355469,127.877578178777,118.35832214355469,127.877578178777,53
2014-06-25,121.79386901855469,127.87759794677362,119.28879755911109,120.24310715339293,771
2014-06-26,127.35271453857422,127.40043352709485,119.28879512186876,127.40043352709485,1993
2014-06-27,126.68466186523438,131.2176272974106,126.44608104271957,127.3526713213306,1012
2014-06-30,128.8557586669922,131.19382065828236,121.72228224019482,124.29892513733877,3555
2014-07-01,133.57958984375,133.60344231657888,129.30904254690142,131.6948233165277,4540
2014-07-02,132.36282348632812,134.89174699042186,125.0146338417819,133.57958029612695,1313
2014-07-03,129.7623291015625,135.32119034084013,129.30903387434276,132.17196218240727,25637
2014-07-04,133.81814575195312,135.98921197129602,129.92933661208644,133.60343139666853,25641
2014-07-07,133.6272735595703,137.42065848417528,133.1262593967642,133.60342109053096,1820
2014-07-08,130.04861450195312,133.6034185110419,130.04861450195312,133.6034185110419,2982
2014-07-09,128.8795623779297,130.74047589252666,128.8079909410791,128.8795623779297,4837
2014-07-10,129.66688537597656,133.60341295330514,127.59125740492938,127.59125740492938,6332
2014-07-11,129.54759216308594,134.8440051000638,129.1658684552115,134.8440051000638,1266
2014-07-14,129.28517150878906,133.36484228066922,128.83187631626043,129.5476048287202,3139
2014-07-15,133.60342407226562,134.0805717375588,129.309024889013,130.26333425872215,42554
2014-07-16,134.7963104248047,143.1465276994059,131.2176398617803,133.6034202371299,32108
2014-07-17,134.67701721191406,138.3749640818825,131.26535611914784,138.3749640818825,6255
2014-07-18,134.2714385986328,135.4881953744374,132.2196768873319,134.10444322718286,6108
2014-07-21,131.93338012695312,139.80643557532036,131.21763760319456,139.80643557532036,3185
2014-07-22,134.53387451171875,139.80643528104946,131.21763732700174,139.80643528104946,906
2014-07-23,129.81005859375,131.69482514717177,129.78620612058955,131.21766337096378,2676
2014-07-24,129.0704345703125,133.57956180548572,128.92729168513543,128.92729168513543,1131
2014-07-25,133.00701904296875,133.60345728262504,125.49181860419243,125.49181860419243,435
2014-07-28,131.21766662597656,132.60141896435553,128.92732373726318,129.30904755204875,940
2014-07-30,129.57147216796875,132.6491289912515,129.428329256874,130.74051004624062,1403
2014-07-31,131.21766662597656,133.60344748794896,129.09433317090384,132.14812368918834,9722
2014-08-01,133.4364013671875,134.55772002949573,129.07043117128933,129.07043117128933,20015
2014-08-04,137.32525634765625,138.37498977782712,132.69685176405147,133.43643285191058,26997
2014-08-05,138.37496948242188,139.80644054166706,136.9435124622993,136.9435124622993,16444
2014-08-06,136.32322692871094,138.85215059551498,136.03692706118377,138.3749888293446,2229
2014-08-07,134.6531524658203,156.98400261634487,133.60340528717683,156.98400261634487,6224
2014-08-08,133.6272735595703,135.9892014811199,133.5795686214916,133.60342109053096,2321
2014-08-11,134.51002502441406,137.89783408220873,131.36081087668282,131.38466334812722,44
2014-08-12,137.1820831298828,137.89782569919035,130.120193668892,135.0587500093236,7664
2014-08-13,137.82626342773438,140.23589654429517,133.60343533629535,135.27347336430566,4473
2014-08-14,136.75265502929688,137.89782629821593,132.24352736391464,137.8262548487989,1575
2014-08-18,134.86790466308594,136.46637132671265,133.6034428159354,134.55775231952782,927
2014-08-19,135.41661071777344,135.96532979777263,131.71864984920214,135.96532979777263,2074
2014-08-20,132.0049285888672,135.51201299602133,131.36077166093273,134.10440874029493,655
2014-08-21,132.76841735839844,133.6750078333505,131.71866993546126,133.62728885068879,3116
2014-08-22,130.31105041503906,133.1262594849357,130.2633314378063,132.88769267701676,1054
2014-08-25,133.484130859375,133.60342128298853,129.7861838838454,131.21764088896285,10713
2014-08-26,133.60342407226562,135.96533800740548,131.21764362843132,135.75062366389193,4035
2014-08-27,132.9354248046875,137.15825331235885,131.69482941675108,137.15825331235885,1808
2014-08-28,132.0049285888672,135.53586546034492,129.81001050190562,133.60339467654154,2454
2014-09-01,134.19985961914062,134.9871736086744,129.90547455643525,134.9871736086744,6746
2014-09-02,133.67498779296875,134.98716836513879,132.29123577709808,133.60341634926812,1502
2014-09-03,135.44049072265625,137.27753827681002,133.62729564148344,135.9892239533417,603
2014-09-04,135.46432495117188,136.03691057772193,133.72271560175318,136.03691057772193,1995
2014-09-05,133.60342407226562,137.42066155110228,133.60342407226562,137.42066155110228,904
2014-09-08,133.5557098388672,135.39275719571293,132.6491194152155,135.03489994381002,5593
2014-09-09,133.72271728515625,135.51204563576027,133.60342685656624,134.70087914482204,4920
2014-09-10,135.8699188232422,136.25164258442382,134.3191572689898,136.25164258442382,5952
2014-09-11,140.9993438720703,142.14451521038288,132.17196392367262,132.17196392367262,13050
2014-09-12,137.70697021484375,140.76076039379964,133.6034326423099,134.62931352566247,7136
2014-09-15,143.28968811035156,152.6180683366938,137.42067440819267,152.6180683366938,33059
2014-09-16,140.80850219726562,145.96177395949223,139.4724687774291,144.10087377735854,17529
2014-09-17,145.46070861816406,147.4408985583784,138.37495365761677,146.96375095261251,46956
2014-09-18,163.9027557373047,166.95654543360038,147.96578374020078,150.20840703863757,96205
2014-09-19,175.1875,181.271227906336,168.91291020686666,168.91291020686666,134864
2014-09-22,174.6149139404297,179.41032760970216,173.37430465952133,179.41032760970216,48088
2014-09-23,159.15509033203125,176.54740289278396,157.58047622785568,175.5930794025118,51697
2014-09-24,157.0556182861328,170.77382267504424,153.5008136277436,168.8174987205832,22658
2014-09-25,155.7195587158203,162.04186688988077,153.643930629391,156.9601538425975,12930
2014-09-26,156.96017456054688,159.82311700757478,151.73533197101318,153.64395090961563,17207
2014-09-29,154.50282287597656,158.89264604904523,152.21248035089724,156.50686556585944,8675
2014-09-30,153.66781616210938,157.46118749705764,153.16680193993952,153.6439496511197,13142
2014-10-01,153.40533447265625,155.50482885757359,150.4231163174872,152.21245844188542,4139
2014-10-07,147.96580505371094,157.41347530706182,146.4866149271589,157.41347530706182,26817
2014-10-08,144.9835662841797,150.25612684064308,144.10082844033832,146.4865946341591,10881
2014-10-09,147.5602264404297,148.6576788475826,143.6475504996243,145.5323170129436,4172
2014-10-10,144.36325073242188,146.39115956407517,142.31147539600343,143.6952272640455,5825
2014-10-13,141.50033569335938,146.0333013470032,140.7607407230774,144.57797791332942,5213
2014-10-14,145.05516052246094,146.00946995779216,143.1465416517985,145.96175097624467,5026
2014-10-15,145.05516052246094,145.05516052246094,145.05516052246094,145.05516052246094,0
2014-10-16,143.52825927734375,146.9637730973627,142.19221208599106,143.62368319722717,5493
2014-10-17,142.83636474609375,143.74295504383937,142.43077453143394,143.52824072251687,9205
2014-10-20,144.05313110351562,145.43688328490114,141.47648862648313,141.47648862648313,3827
2014-10-21,144.0292510986328,144.5779842333894,139.80643753699172,142.74093700038603,4797
2014-10-22,143.31353759765625,144.14855660199663,140.9277569802919,140.9277569802919,1586
2014-10-27,145.79470825195312,147.87033606426948,145.0551273829893,145.53227497208334,5173
2014-10-28,152.83279418945312,159.08353214510703,147.41708935742625,147.41708935742625,21351
2014-10-29,150.6617431640625,155.55258130948351,149.82672407178944,155.5287288356651,8501
2014-10-30,149.06326293945312,151.80690086246656,146.96378214244837,149.8744294844405,7257
2014-10-31,148.1804962158203,152.6896092629209,146.48659200010783,148.1804962158203,9934
2014-11-03,145.12672424316406,150.20842347045075,143.19423896512487,150.20842347045075,14004
2014-11-05,143.91000366210938,148.39525143934335,143.19426098434053,144.10086556835603,6386
2014-11-07,143.24195861816406,148.395229318646,142.6932254548305,148.395229318646,12429
2014-11-10,143.98158264160156,146.96380183734482,143.62371128402705,146.41506856355574,9328
2014-11-11,146.65362548828125,148.8008252043734,144.57799722417568,146.96377780630556,6862
2014-11-12,147.1546173095703,147.87034575969986,143.62366595445403,145.07898936116104,5104
2014-11-13,146.12875366210938,147.41706783069205,143.71912069398368,145.7708823756706,5094
2014-11-14,147.32164001464844,150.06529198799183,146.00947328561367,147.44093045167415,4726
2014-11-17,149.37339782714844,151.1627260880722,135.98920053440787,149.32567885027947,29338
2014-11-18,147.08302307128906,150.01752189719593,146.00942354293693,147.91804180686978,200170
2014-11-19,148.2043914794922,148.920134166661,146.05719149623638,148.920134166661,6642
2014-11-20,147.39321899414062,148.34752840904673,143.69525772714644,145.55617161555594,10803
2014-11-21,147.44088745117188,149.8266674176356,145.6754119606831,147.8464776265955,7308
2014-11-24,148.3236541748047,149.27796354001217,145.5322975266825,145.5322975266825,12957
2014-11-25,146.17648315429688,148.3714021426941,143.64755933259747,146.9637973088757,7776
2014-11-26,147.32164001464844,148.753111219833,145.055163828532,147.89422568889745,8283
2014-11-27,145.84243774414062,148.15664653751872,145.53228547124988,148.15664653751872,24502
2014-11-28,146.51051330566406,149.2780041989882,146.0094989975781,147.39325146380347,12373
2014-12-01,147.32164001464844,148.8724016568587,145.55617804839036,148.84853514597913,13177
2014-12-02,148.0850372314453,148.8484845375388,145.6038334866415,146.86829484224873,4834
2014-12-03,159.22665405273438,161.75557748523462,148.8723935008759,148.8723935008759,55749
2014-12-04,159.91851806640625,162.20886046520752,153.1667812914969,159.82309415268398,14841
2014-12-05,157.5327606201172,162.08959361163596,152.06933714036802,157.4611891646384,11725
2014-12-08,150.37542724609375,157.69974974286163,148.08507076997068,150.80485592368953,15011
2014-12-09,147.03530883789062,154.55049173914563,145.53226664199173,152.68959238168966,18181
2014-12-10,148.27590942382812,149.2540851275935,146.60587183477733,148.34749489800825,6517
2014-12-11,145.12672424316406,151.23430430388453,144.9119958572025,151.23430430388453,7716
2014-12-12,145.5322723388672,147.91805235853133,145.5322723388672,147.91805235853133,8513
2014-12-15,149.32566833496094,150.54241090514276,143.14651753703444,147.91806390986582,11463
2014-12-16,145.6754608154297,149.34955589561181,145.2937370159075,146.53434638391693,10848
2014-12-17,145.60386657714844,147.3693423834984,145.03128096745027,145.60386657714844,10088
2014-12-18,146.67750549316406,148.77698662233323,145.03131967108382,145.03131967108382,8727
2014-12-19,147.96580505371094,151.7353237432702,146.55818637858508,147.91808607305234,5873
2014-12-22,150.99571228027344,152.6418976016523,148.39521764498815,148.39521764498815,9884
2014-12-23,146.82061767578125,151.68758815281376,145.5322895738121,151.68758815281376,8463
2014-12-24,146.86834716796875,146.98763760693612,145.53231390630808,146.98763760693612,11083
2014-12-26,149.32566833496094,149.7312445119811,146.05715029512058,146.48659297845575,5967
2014-12-29,149.46884155273438,150.28000811053136,147.44093217780403,148.41910815721704,442227
2014-12-30,149.61195373535156,153.28604794331198,148.63379199596113,150.78099136831423,4134
2014-12-31,148.77694702148438,150.3038419817301,148.63380412874196,150.25613704356428,1367
2015-01-01,147.98963928222656,149.80283397163453,147.46477267705126,149.80283397163453,1895
2015-01-02,152.71348571777344,160.9444132232778,148.7053861617828,149.3018383225431,207696
2015-01-05,150.99571228027344,154.35965436668388,150.42312669192958,153.64392589103454,6099
2015-01-06,147.1546173095703,150.30383091361318,145.53228451421379,150.30383091361318,6262
2015-01-07,148.1566619873047,156.98402731454183,146.1287527878635,152.64190908039672,6530
2015-01-08,148.562255859375,151.6399127682131,146.74906079164776,151.6399127682131,6729
2015-01-09,153.42922973632812,154.55053453855425,149.11097782444224,150.20843015566572,13815
2015-01-12,149.5165557861328,151.8068984371836,148.92011765209307,151.8068984371836,6905
2015-01-13,148.4668426513672,150.2323190288096,147.98969484183323,148.94400450002817,4155
2015-01-14,149.9221649169922,150.30388877589587,146.96381203005222,148.39526948137754,15342
2015-01-15,152.28402709960938,153.66777899384914,150.2799706956593,150.30382316175556,10238
2015-01-16,151.11502075195312,154.5505346924308,149.82670653405492,154.12110597921378,22301
2015-01-19,150.78102111816406,151.63990665221627,148.87240219707488,150.80487359000614,5474
2015-01-20,152.6896209716797,156.50685833716915,150.3515595755368,151.73531163030734,23796
2015-01-21,152.9520721435547,154.50283377879512,152.68963879892723,152.68963879892723,4770
2015-01-22,157.07943725585938,157.36573706564582,151.28201000868177,151.28201000868177,40496
2015-01-23,161.01597595214844,167.45757470466302,157.07944806087488,157.46117180743326,49106
2015-01-27,159.46524047851562,170.3443821120019,150.82873655391182,157.46118363893962,65286
2015-01-28,154.33580017089844,159.4413654724885,153.21448147493948,158.46318966223274,12261
2015-01-29,153.4275360107422,156.86943462582286,152.97339836829306,156.86943462582286,8979
2015-01-30,153.40365600585938,153.92949816887256,149.62711739639698,153.09292725538361,9326
2015-02-02,156.5109405517578,167.26687918099555,155.3397299375889,157.27580704867754,20082
2015-02-03,153.04510498046875,158.1123517119919,152.06512521881314,158.1123517119919,15726
2015-02-04,154.431396484375,157.08453142350425,153.80993917274284,155.26796714301292,7412
2015-02-05,153.5709686279297,155.3397258720692,152.9734219673064,152.9734219673064,7080
2015-02-06,153.14073181152344,154.81387360449202,151.6587925601132,153.45146055568313,5694
2015-02-09,152.0890350341797,154.35973753785328,148.43202266579033,151.53929607470792,8590
2015-02-10,152.99729919433594,153.90558856835412,151.58707856613725,153.66656430860118,9795
2015-02-11,154.7660675048828,167.3146732749608,152.01733051280303,152.9734135563619,9386
2015-02-12,153.04510498046875,154.4075319921628,147.57152826452577,153.9294834785257,3625
2015-02-13,152.01731872558594,154.40753318175703,151.56318107326067,153.4275393473367,5559
2015-02-16,150.6549072265625,152.01732019672298,150.34417850034032,152.01732019672298,10707
2015-02-18,150.3202667236328,151.06123630207082,148.71882950220962,150.58318778302313,21305
2015-02-19,150.58316040039062,151.0612088325081,149.62707760136786,149.62707760136786,9149
2015-02-20,150.82220458984375,153.45144318425577,150.58318034213102,150.58318034213102,13594
2015-02-23,150.60708618164062,152.56705963011328,148.2168719146811,150.58317531853862,9598
2015-02-24,150.63095092773438,152.9255493844601,150.58314327691662,152.9255493844601,6644
2015-02-25,151.10903930664062,152.01731458656127,150.58318313886323,150.6549016666803,3885
2015-02-26,150.58316040039062,151.5392572646256,150.58316040039062,150.6309680566448,13968
2015-02-27,150.58316040039062,152.0172916315309,150.58316040039062,150.654878917378,2254
2015-03-02,151.13291931152344,154.69432963806523,150.5831664057064,151.5392633080709,4448
2015-03-03,151.3241729736328,153.69047681749296,151.3241729736328,152.49538352700503,4456
2015-03-04,151.06124877929688,152.94951808115727,151.06124877929688,151.13295325003367,7053
2015-03-05,151.10903930664062,152.87779626822294,148.1929828129856,148.1929828129856,8141
2015-03-09,151.15682983398438,152.25633574546046,151.0612285741944,151.0612285741944,6278
2015-03-10,151.4436492919922,152.495347454495,151.06121615384805,151.15681740577764,3709
2015-03-11,150.12905883789062,152.01732809332196,148.7427349304908,151.34806294087477,25784
2015-03-12,151.06124877929688,152.97341488299756,149.1490826755962,149.17297947743648,6932
2015-03-13,151.08511352539062,151.96949191886551,150.583168271515,151.08511352539062,18297
2015-03-16,150.60708618164062,151.99340989386863,148.74271398993528,149.6270924247975,10821
2015-03-17,151.13291931152344,152.0172976940404,149.69880208840223,151.06121485688865,16858
2015-03-18,151.06124877929688,151.9695241622507,150.58320022076373,151.06124877929688,7412
2015-03-19,151.06124877929688,152.0173318311472,151.06124877929688,151.5153864707738,11864
2015-03-20,151.06124877929688,151.53929733783,151.06124877929688,151.06124877929688,7508
2015-03-23,151.06124877929688,151.53929733783,150.58320022076373,151.08514558113717,63454
2015-03-24,151.06124877929688,151.53929733783,147.71495106521272,147.71495106521272,40199
2015-03-25,151.06124877929688,152.0173318311472,150.58320022076373,152.0173318311472,32803
2015-03-26,152.90170288085938,154.64654909008527,151.06124133855016,151.1090490050918,22003
2015-03-27,151.06124877929688,151.5631941396703,150.8222245000303,151.3719775293002,3212
2015-03-30,151.20468139648438,151.539321065942,151.06127243255574,151.0851692381378,22010
2015-03-31,151.08511352539062,151.4914575269729,150.583168271515,151.4914575269729,16775
2015-04-01,152.25633239746094,154.3597147839433,150.60708763172647,150.60708763172647,231693
2015-04-06,151.34803771972656,152.97338562966232,149.8661127890533,152.25632699420277,16314
2015-04-07,151.08511352539062,152.9494856298467,151.06121672862054,152.9494856298467,18256
2015-04-08,150.7744140625,152.01732903969005,150.5831974556412,151.0851428067975,7196
2015-04-09,151.06124877929688,151.53929733783,150.10516572744652,150.2485746689201,9808
2015-04-10,151.08511352539062,153.78605636456842,143.48425839215875,146.28080248362988,32047
2015-04-13,151.06124877929688,151.9695241622507,151.06124877929688,151.9695241622507,17244
2015-04-15,151.15682983398438,151.92171023837446,151.0612285741944,151.0612285741944,2379
2015-04-16,151.08511352539062,151.9216983253253,151.06121672862054,151.4914575269729,4787
2015-04-17,152.73435974121094,157.72990146845655,151.06121825486292,151.06121825486292,10532
2015-04-20,151.06124877929688,155.36362954523136,151.06124877929688,155.36362954523136,10200
2015-04-21,151.18072509765625,154.14458888873233,151.0612129863406,151.0612129863406,3104
2015-04-22,151.96949768066406,152.35193083476295,151.0851192536587,152.35193083476295,267650
2015-04-23,152.20852661132812,152.85388082061655,151.53927560362678,152.44755085631314,17007
2015-04-24,151.539306640625,152.90171979869248,151.539306640625,152.0173411632881,8324
2015-04-27,151.65879821777344,152.49538321068232,150.58320300639244,151.0851483760513,10173
2015-04-28,151.75440979003906,151.77830659172818,151.06124782368053,151.58708998256776,10491
2015-04-29,151.539306640625,152.0173411632881,151.0612580527451,151.0612580527451,1968
2015-04-30,151.06124877929688,152.44757272078382,151.06124877929688,151.9695241622507,15591
2015-05-04,151.8978271484375,157.6582366093841,151.5393047771531,151.56320158016652,10252
2015-05-05,151.58709716796875,152.49538665344662,150.7266294185676,150.7266294185676,7153
2015-05-06,151.539306640625,151.96953349145676,151.539306640625,151.56320344393228,13486
2015-05-07,151.20468139648438,152.01735563411015,151.06127243255574,151.5154101951418,24779
2015-05-08,154.98118591308594,155.3636191081348,151.53928715764636,152.4475624795836,4078
2015-05-11,151.8022003173828,153.92947957962784,151.53927926762782,152.92558897858927,5364
2015-05-12,151.56320190429688,152.97342271987017,151.53930510123234,151.5870987073614,3094
2015-05-13,151.08511352539062,151.58705877926627,150.63097593026814,151.58705877926627,985
2015-05-14,151.56320190429688,152.8778214423954,151.53930510123234,151.56320190429688,1820
2015-05-15,151.539306640625,152.44758207933666,151.539306640625,152.44758207933666,2080
2015-05-18,151.10903930664062,152.9255898664819,151.06123164316733,152.9255898664819,993
2015-05-19,151.46755981445312,151.658776400853,150.63098900710554,151.53927834141547,1112
2015-05-20,151.539306640625,152.73439997989118,151.539306640625,152.73439997989118,4298
2015-05-21,150.82220458984375,152.49536025861886,150.6309880047164,151.2046377600985,2109
2015-05-22,151.56320190429688,152.37587605630716,150.58320793518496,150.58320793518496,3245
2015-05-25,151.539306640625,152.73439997989118,151.539306640625,152.0173411632881,4660
2015-05-26,152.04124450683594,153.9295140058409,151.53931315927437,151.53931315927437,1567
